"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2396","Успешная авторизация пользователя","tests","Sat Mar 28 10:54:28 UTC 2026","passed","Sat Mar 28 10:54:30 UTC 2026","TestLoginAccount","test_login_account","",""
"","2715","Успешное создание пользователя","tests","Sat Mar 28 10:54:27 UTC 2026","passed","Sat Mar 28 10:54:30 UTC 2026","TestCreateAccount","test_create_account","",""
