"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5955","Успешное создание рецепта","tests","Sat Mar 28 11:18:53 UTC 2026","passed","Sat Mar 28 11:18:59 UTC 2026","TestCreateRecept","test_create_recept","",""
