"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2998","Успешное создание пользователя","tests","Wed Mar 25 07:54:17 UTC 2026","passed","Wed Mar 25 07:54:20 UTC 2026","TestCreateAccount","test_create_account","",""
"","3177","Успешная авторизация пользователя","tests","Wed Mar 25 07:54:18 UTC 2026","passed","Wed Mar 25 07:54:21 UTC 2026","TestLoginAccount","test_login_account","",""
